gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000160408,3832.739037,0.447617654,0.075405509,5.936139946,2.92E-09,1.53E-07
ENSG00000116711,112.0508767,-2.484592934,0.419245257,-5.926347144,3.10E-09,1.62E-07
ENSG00000164442,7569.274638,1.574800068,0.265884007,5.922883758,3.16E-09,1.65E-07
ENSG00000123358,252.8806735,1.389524528,0.234856655,5.916479253,3.29E-09,1.70E-07
ENSG00000158716,159.8278191,1.309929744,0.221651544,5.909860687,3.42E-09,1.77E-07
ENSG00000165507,18622.92537,1.632343399,0.276411364,5.905485846,3.52E-09,1.81E-07
ENSG00000115419,4336.313365,1.051354102,0.17807396,5.904030558,3.55E-09,1.82E-07
ENSG00000147526,8590.208176,0.861204181,0.145952182,5.90059135,3.62E-09,1.85E-07
ENSG00000067445,662.7446514,-0.818231717,0.138809928,-5.89461958,3.76E-09,1.91E-07
ENSG00000144827,336.4866951,-0.719115817,0.122005546,-5.894123985,3.77E-09,1.91E-07
ENSG00000145675,3405.450792,1.447340403,0.246316122,5.875946693,4.20E-09,2.13E-07
ENSG00000198369,897.5413239,0.622354182,0.105931634,5.875055059,4.23E-09,2.13E-07
ENSG00000102984,94.05928765,-1.234644308,0.210170207,-5.874497278,4.24E-09,2.13E-07
ENSG00000116704,636.9693529,0.876880703,0.149332653,5.871995761,4.31E-09,2.16E-07
ENSG00000168646,482.0943556,1.238276316,0.211540669,5.853608768,4.81E-09,2.40E-07
ENSG00000091317,2266.219185,0.638283531,0.109233139,5.843314028,5.12E-09,2.55E-07
ENSG00000162664,920.7502813,-0.511271438,0.087744529,-5.826818448,5.65E-09,2.80E-07
ENSG00000096384,10448.04394,-0.353828573,0.060774762,-5.821965623,5.82E-09,2.88E-07
ENSG00000197860,557.9231095,0.729732482,0.125463749,5.816281476,6.02E-09,2.97E-07
ENSG00000163251,55.22687208,2.408439122,0.415608333,5.794973134,6.83E-09,3.36E-07
ENSG00000100813,4349.066485,-0.485248386,0.083943437,-5.780658991,7.44E-09,3.65E-07
ENSG00000079462,83.0446582,-1.131037149,0.195771533,-5.777332049,7.59E-09,3.70E-07
ENSG00000182199,1350.76918,-0.65356061,0.113123027,-5.777432138,7.58E-09,3.70E-07
ENSG00000008256,3740.924355,1.196835211,0.207374531,5.771370303,7.86E-09,3.82E-07
ENSG00000134294,20621.32959,1.101821151,0.191013616,5.768285915,8.01E-09,3.88E-07
ENSG00000175197,644.2678596,-1.037054632,0.180150019,-5.756616823,8.58E-09,4.14E-07
ENSG00000167552,8184.004817,-1.271156367,0.220967502,-5.752684705,8.78E-09,4.22E-07
ENSG00000140807,181.229014,2.393643869,0.416646114,5.745028663,9.19E-09,4.41E-07
ENSG00000168621,236.3514824,1.945742025,0.33877873,5.743400787,9.28E-09,4.43E-07
ENSG00000168542,83565.7362,-0.843270372,0.147042959,-5.734857216,9.76E-09,4.65E-07
ENSG00000105711,112.2597906,-1.389811965,0.242462306,-5.732074358,9.92E-09,4.71E-07
ENSG00000136830,18190.14685,0.679128572,0.118726907,5.72008981,1.06E-08,5.04E-07
ENSG00000167460,50683.22633,0.752571781,0.131602342,5.718528777,1.07E-08,5.07E-07
ENSG00000137880,80.75923582,1.786115488,0.312931005,5.70769742,1.15E-08,5.39E-07
ENSG00000147130,1012.764527,-0.543330897,0.095387633,-5.696030808,1.23E-08,5.75E-07
ENSG00000125430,327.6312669,0.916144165,0.160938417,5.692513846,1.25E-08,5.85E-07
ENSG00000165030,1443.828338,1.167055884,0.205043765,5.691740402,1.26E-08,5.86E-07
ENSG00000138604,1495.351275,0.914227106,0.160666775,5.690206382,1.27E-08,5.90E-07
ENSG00000083223,1508.80626,1.140981851,0.200568292,5.688744923,1.28E-08,5.93E-07
ENSG00000177570,100.2139189,-1.83168185,0.322080679,-5.687028032,1.29E-08,5.97E-07
ENSG00000120526,248.8307021,0.682027577,0.120026993,5.682284962,1.33E-08,6.10E-07
ENSG00000165915,3075.264119,0.652697917,0.114857163,5.682692305,1.33E-08,6.10E-07
ENSG00000141522,4637.601268,0.507027731,0.089409006,5.670879825,1.42E-08,6.51E-07
ENSG00000263956,417.0515797,-0.549777282,0.097141504,-5.659550879,1.52E-08,6.93E-07
ENSG00000272325,1984.302516,0.493980501,0.087296137,5.658675402,1.53E-08,6.94E-07
ENSG00000092969,216.6730539,-1.837225846,0.325362426,-5.646705636,1.64E-08,7.42E-07
ENSG00000169750,73.10091895,1.368453269,0.242697599,5.638511771,1.72E-08,7.76E-07
ENSG00000114019,3733.126359,0.898372316,0.159400706,5.635936858,1.74E-08,7.84E-07
ENSG00000168610,7823.318213,0.574924973,0.102015271,5.635675574,1.74E-08,7.84E-07
ENSG00000111859,1858.025402,1.617441969,0.287427928,5.627295781,1.83E-08,8.21E-07
ENSG00000198795,940.3286652,-0.843016108,0.150390691,-5.605507253,2.08E-08,9.26E-07
ENSG00000241978,7636.174995,1.125283515,0.200738834,5.605709143,2.07E-08,9.26E-07
ENSG00000205364,43.76830976,2.556068278,0.456040759,5.604911901,2.08E-08,9.27E-07
ENSG00000182670,6932.939614,-0.635615301,0.113451323,-5.60253758,2.11E-08,9.34E-07
ENSG00000243742,33.23528183,-2.268490194,0.404877906,-5.602899436,2.11E-08,9.34E-07
ENSG00000187498,2310.212048,1.358419334,0.242508236,5.601538975,2.12E-08,9.37E-07
ENSG00000153207,1850.453699,1.271482908,0.227042918,5.600187485,2.14E-08,9.41E-07
ENSG00000181192,589.5194211,0.684886302,0.122376482,5.596551652,2.19E-08,9.58E-07
ENSG00000198736,328.0889871,0.690735036,0.123552035,5.590640702,2.26E-08,9.89E-07
ENSG00000134531,5891.110578,0.913061063,0.163360463,5.589241396,2.28E-08,9.94E-07
ENSG00000154262,2403.797983,1.02199664,0.182896656,5.587836665,2.30E-08,9.99E-07
ENSG00000122035,924.7005733,2.258265726,0.404215602,5.586785153,2.31E-08,1.00E-06
ENSG00000136436,3099.742084,1.057249424,0.189501723,5.579101891,2.42E-08,1.04E-06
ENSG00000167645,628.7679872,1.127610896,0.202406732,5.571014775,2.53E-08,1.09E-06
ENSG00000174099,3075.936239,0.714872071,0.128394848,5.567762922,2.58E-08,1.11E-06
ENSG00000170315,8839.947333,-0.413211972,0.074300771,-5.561341668,2.68E-08,1.15E-06
ENSG00000188706,1600.230707,0.756475926,0.136067735,5.559554044,2.70E-08,1.16E-06
ENSG00000112936,1960.887962,3.284639835,0.591135786,5.556489582,2.75E-08,1.17E-06
ENSG00000176771,113.5886526,-2.214673431,0.398676613,-5.555062317,2.78E-08,1.18E-06
ENSG00000136237,117.0507669,3.158137362,0.568677796,5.553474011,2.80E-08,1.19E-06
ENSG00000075213,732.800793,-1.270970556,0.228888387,-5.552796169,2.81E-08,1.19E-06
ENSG00000129038,4264.633019,-0.522868852,0.094242031,-5.548149262,2.89E-08,1.22E-06
ENSG00000143127,254.8253487,3.112323152,0.561355634,5.54429841,2.95E-08,1.24E-06
ENSG00000078053,359.0850891,1.08046123,0.195036547,5.539788562,3.03E-08,1.27E-06
ENSG00000094916,2231.845576,-0.686893773,0.124025413,-5.538330878,3.05E-08,1.28E-06
ENSG00000197872,312.3929272,-0.884355314,0.159934335,-5.52949004,3.21E-08,1.34E-06
ENSG00000131242,51.39728984,-2.410197882,0.436060296,-5.527212422,3.25E-08,1.35E-06
ENSG00000100739,207.6221996,-1.856178157,0.337001959,-5.507915039,3.63E-08,1.51E-06
ENSG00000140450,1277.981334,-0.717993456,0.13040882,-5.505712385,3.68E-08,1.52E-06
ENSG00000109686,5986.93708,0.729185181,0.132484436,5.503930899,3.71E-08,1.53E-06
ENSG00000166793,175.76127,-1.431372208,0.260255834,-5.49986599,3.80E-08,1.56E-06
ENSG00000114670,183.850385,-1.108146215,0.201553899,-5.498014282,3.84E-08,1.58E-06
ENSG00000122877,16.88578798,-2.94569394,0.536182823,-5.493823773,3.93E-08,1.61E-06
ENSG00000163719,607.1675146,0.564578986,0.102785295,5.492799198,3.96E-08,1.61E-06
ENSG00000111801,728.9656657,-0.773199903,0.140854219,-5.489362765,4.03E-08,1.64E-06
ENSG00000166825,4259.244118,1.09838668,0.20008646,5.489560273,4.03E-08,1.64E-06
ENSG00000139291,732.2046998,0.728518842,0.132744948,5.488109723,4.06E-08,1.64E-06
ENSG00000166949,4913.689781,-0.521671145,0.095049841,-5.488395791,4.06E-08,1.64E-06
ENSG00000008130,1713.631955,0.830141261,0.151385288,5.483632349,4.17E-08,1.68E-06
ENSG00000106524,345.7272462,-0.72998669,0.133187518,-5.480894156,4.23E-08,1.70E-06
ENSG00000169908,964.7861003,1.186086484,0.21657315,5.476609113,4.34E-08,1.74E-06
ENSG00000181830,754.8605319,0.769481312,0.140615001,5.472256212,4.44E-08,1.78E-06
ENSG00000169692,605.6709638,0.645466277,0.117965118,5.471670695,4.46E-08,1.78E-06
ENSG00000049759,1363.72905,-1.099596798,0.200990327,-5.470894123,4.48E-08,1.78E-06
ENSG00000134684,1262.508776,-0.723927509,0.132519576,-5.462796766,4.69E-08,1.86E-06
ENSG00000131386,13960.21438,1.560650875,0.285881659,5.459080106,4.79E-08,1.89E-06
ENSG00000144746,5784.89899,0.510971596,0.093647365,5.456337121,4.86E-08,1.92E-06
ENSG00000070404,1824.482233,1.72902324,0.317507427,5.445615099,5.16E-08,2.03E-06
ENSG00000173757,1550.007083,0.471707853,0.086668231,5.442684707,5.25E-08,2.06E-06
ENSG00000164070,633.6673537,-1.383239472,0.254200283,-5.44153396,5.28E-08,2.07E-06
ENSG00000179222,4891.791281,-0.733257384,0.134858611,-5.437230729,5.41E-08,2.11E-06
ENSG00000173918,1004.037117,1.24471381,0.229041915,5.434436791,5.50E-08,2.14E-06
ENSG00000062716,3141.674505,0.48288487,0.088897684,5.431917313,5.58E-08,2.17E-06
ENSG00000174136,2557.448649,-0.998625445,0.184199854,-5.421423648,5.91E-08,2.28E-06
ENSG00000241399,3857.618467,1.812513536,0.334310433,5.421648139,5.91E-08,2.28E-06
ENSG00000011198,1155.152731,1.096910837,0.202521647,5.416264649,6.09E-08,2.35E-06
ENSG00000073792,2530.973918,0.897558041,0.165754019,5.415000162,6.13E-08,2.36E-06
ENSG00000131979,86.00068269,1.599309543,0.296155589,5.400234213,6.66E-08,2.55E-06
ENSG00000170791,396.826787,0.702238678,0.130075406,5.398704482,6.71E-08,2.57E-06
ENSG00000153066,736.8798936,0.607356067,0.112873917,5.380836295,7.41E-08,2.83E-06
ENSG00000106617,1034.829691,1.567657159,0.291788573,5.372579004,7.76E-08,2.95E-06
ENSG00000087116,4504.925326,0.671184324,0.125078797,5.366091941,8.05E-08,3.06E-06
ENSG00000108950,1128.129108,1.107047876,0.206327464,5.365489671,8.07E-08,3.06E-06
ENSG00000051108,2297.880819,0.689088149,0.128880038,5.346740741,8.96E-08,3.38E-06
ENSG00000117758,1730.78698,0.814249098,0.152468229,5.340450939,9.27E-08,3.49E-06
ENSG00000137872,281.7984659,-1.073715599,0.201129855,-5.33841978,9.38E-08,3.53E-06
ENSG00000087266,437.0480226,-0.929443351,0.174147469,-5.337105145,9.44E-08,3.53E-06
ENSG00000138166,406.5749688,1.354899496,0.253856441,5.337266567,9.44E-08,3.53E-06
ENSG00000113657,4754.060098,-0.575571824,0.107900672,-5.334274673,9.59E-08,3.58E-06
ENSG00000166979,131.8144042,1.38946406,0.26077064,5.328299463,9.91E-08,3.69E-06
ENSG00000167191,3003.506805,1.892887482,0.355444155,5.325414566,1.01E-07,3.74E-06
ENSG00000138380,244.9587433,-0.80370353,0.151204396,-5.315345004,1.06E-07,3.94E-06
ENSG00000206538,12605.04525,1.211276288,0.227936315,5.314099637,1.07E-07,3.96E-06
ENSG00000138468,330.0699336,-0.794200167,0.149469716,-5.313452023,1.08E-07,3.97E-06
ENSG00000242616,894.4122035,0.444511773,0.083698701,5.310856317,1.09E-07,4.01E-06
ENSG00000160446,290.4276067,0.896268281,0.168989574,5.303689812,1.13E-07,4.17E-06
ENSG00000174697,122.3234022,3.029232124,0.571711056,5.298536899,1.17E-07,4.27E-06
ENSG00000119711,662.2768772,1.087361931,0.205298732,5.296486351,1.18E-07,4.31E-06
ENSG00000159423,479.4200533,0.897358852,0.169439538,5.296041671,1.18E-07,4.31E-06
ENSG00000147883,499.33269,-1.438534768,0.271715287,-5.294272488,1.19E-07,4.34E-06
ENSG00000085377,640.4193773,0.541865087,0.102456282,5.288744384,1.23E-07,4.47E-06
ENSG00000164050,3546.325839,0.756135733,0.143007745,5.287376079,1.24E-07,4.49E-06
ENSG00000128309,604.9706168,0.95990984,0.18158437,5.286302133,1.25E-07,4.51E-06
ENSG00000101974,1402.306671,0.541740101,0.102621488,5.279012348,1.30E-07,4.68E-06
ENSG00000149792,745.75283,-0.554856566,0.105199485,-5.274327798,1.33E-07,4.79E-06
ENSG00000116991,131.9486561,-3.050098857,0.579068529,-5.267250257,1.38E-07,4.96E-06
ENSG00000158292,633.0817425,-0.88347624,0.167883926,-5.262423044,1.42E-07,5.08E-06
ENSG00000114745,993.9355431,0.542143789,0.103038944,5.261542579,1.43E-07,5.10E-06
ENSG00000123689,42.28706276,-2.688462566,0.511580885,-5.255205275,1.48E-07,5.25E-06
ENSG00000187288,19.93138222,3.466689527,0.659619726,5.255588019,1.48E-07,5.25E-06
ENSG00000171862,361.5333472,-0.673898248,0.128296686,-5.25265513,1.50E-07,5.30E-06
ENSG00000185222,2805.055187,0.682568144,0.129950905,5.252507831,1.50E-07,5.30E-06
ENSG00000169764,3269.005212,0.924722486,0.176544917,5.237887922,1.62E-07,5.73E-06
ENSG00000126561,816.269023,0.706126475,0.134860045,5.235994663,1.64E-07,5.77E-06
ENSG00000138073,1741.202526,1.132815371,0.216417075,5.234408461,1.66E-07,5.81E-06
ENSG00000113580,2834.965103,-0.955777902,0.18266746,-5.232338044,1.67E-07,5.86E-06
ENSG00000198585,1314.482119,0.659731085,0.126103296,5.231672007,1.68E-07,5.87E-06
ENSG00000076513,6780.421124,0.667926621,0.127767246,5.22768269,1.72E-07,5.98E-06
ENSG00000102554,172.5554854,2.763809631,0.529100311,5.223602352,1.75E-07,6.10E-06
ENSG00000197381,1934.626818,2.273194715,0.435566413,5.218939399,1.80E-07,6.25E-06
ENSG00000078674,2913.288513,-0.366794499,0.07033617,-5.214877375,1.84E-07,6.37E-06
ENSG00000060718,335.3461459,2.214518212,0.425640936,5.202784841,1.96E-07,6.78E-06
ENSG00000198833,1415.46825,0.446576734,0.085868224,5.200721678,1.99E-07,6.84E-06
ENSG00000074219,572.7686131,-0.772237721,0.148507745,-5.199982812,1.99E-07,6.86E-06
ENSG00000032742,228.2886024,-0.708636631,0.136468906,-5.19266003,2.07E-07,7.11E-06
ENSG00000133943,545.767954,-0.901894049,0.173851327,-5.18773176,2.13E-07,7.29E-06
ENSG00000182809,823.2906139,0.750844557,0.14476304,5.186714501,2.14E-07,7.31E-06
ENSG00000143384,5989.470597,0.595679427,0.11491595,5.183609631,2.18E-07,7.42E-06
ENSG00000170989,247.2214322,-1.451189092,0.280003541,-5.182752648,2.19E-07,7.44E-06
ENSG00000124226,1582.869618,-0.551099757,0.106361914,-5.181363691,2.20E-07,7.46E-06
ENSG00000154736,3841.29978,2.160851627,0.417079961,5.180904931,2.21E-07,7.46E-06
ENSG00000168556,375.2308642,1.154692962,0.222862392,5.181192531,2.20E-07,7.46E-06
ENSG00000080200,1676.414603,-0.64361537,0.124287209,-5.178452201,2.24E-07,7.53E-06
ENSG00000196715,1015.745344,0.646106338,0.124764824,5.178593756,2.24E-07,7.53E-06
ENSG00000115993,5279.446494,0.876474692,0.16935029,5.175513383,2.27E-07,7.63E-06
ENSG00000138735,7517.130546,-1.130947227,0.218579801,-5.174070175,2.29E-07,7.67E-06
ENSG00000126950,788.0087592,-1.627938794,0.315058443,-5.167100997,2.38E-07,7.95E-06
ENSG00000145244,186.7168872,1.798669136,0.348500594,5.1611652,2.45E-07,8.18E-06
ENSG00000116001,1408.014079,-0.652374662,0.126421949,-5.160295873,2.47E-07,8.20E-06
ENSG00000242265,557.8826857,-0.878690177,0.170382171,-5.157172092,2.51E-07,8.32E-06
ENSG00000168077,2139.566432,-0.591439035,0.114907768,-5.147076193,2.65E-07,8.77E-06
ENSG00000168214,6002.101445,-0.760416665,0.147857797,-5.142891874,2.71E-07,8.94E-06
ENSG00000138356,4417.129016,1.444452127,0.281002401,5.140355099,2.74E-07,9.05E-06
ENSG00000065809,2322.280652,-1.101060365,0.214342948,-5.136909685,2.79E-07,9.19E-06
ENSG00000103404,302.4848603,0.675831183,0.131601195,5.13544869,2.81E-07,9.25E-06
ENSG00000126878,88.12030233,-2.428135988,0.472861897,-5.13497916,2.82E-07,9.25E-06
ENSG00000017797,3378.61384,0.54605073,0.106559344,5.124381481,2.99E-07,9.76E-06
ENSG00000100592,771.6324254,-1.032263878,0.201638987,-5.119366525,3.07E-07,1.00E-05
ENSG00000196152,135.0189614,-0.795834754,0.155671953,-5.11225523,3.18E-07,1.04E-05
ENSG00000105643,318.1819328,0.715633601,0.140013103,5.111190191,3.20E-07,1.04E-05
ENSG00000136560,1181.095283,0.555750603,0.108771474,5.109341457,3.23E-07,1.05E-05
ENSG00000164305,525.1217839,0.785259142,0.153816506,5.105168258,3.31E-07,1.07E-05
ENSG00000081377,2348.272275,0.815778488,0.159847657,5.10347479,3.33E-07,1.08E-05
ENSG00000073712,3869.603147,0.614345092,0.120396085,5.102699908,3.35E-07,1.08E-05
ENSG00000163399,6567.657885,0.394808835,0.077406205,5.100480473,3.39E-07,1.09E-05
ENSG00000198517,819.4065921,0.781220646,0.153164065,5.100547883,3.39E-07,1.09E-05
ENSG00000142871,5245.94909,1.787849052,0.350735866,5.097422948,3.44E-07,1.10E-05
ENSG00000205213,392.7418021,-1.122219332,0.220520615,-5.088954294,3.60E-07,1.15E-05
ENSG00000110900,263.7086843,-1.490505503,0.293090292,-5.085482327,3.67E-07,1.17E-05
ENSG00000203965,180.520109,-0.94319076,0.185488146,-5.084911239,3.68E-07,1.17E-05
ENSG00000196372,285.2314904,0.862581665,0.169659272,5.084199953,3.69E-07,1.17E-05
ENSG00000082146,1109.002977,0.921631697,0.181307773,5.083244261,3.71E-07,1.18E-05
ENSG00000171132,404.9304436,-1.166318258,0.229705358,-5.077453436,3.83E-07,1.21E-05
ENSG00000149633,254.9538962,-1.563209128,0.30801653,-5.07508194,3.87E-07,1.22E-05
ENSG00000071242,11251.13126,0.901278706,0.177686392,5.0723001,3.93E-07,1.24E-05
ENSG00000156804,3733.32719,1.098454605,0.21670442,5.068907258,4.00E-07,1.26E-05
ENSG00000092621,1241.446154,-1.416186785,0.280038565,-5.05711342,4.26E-07,1.34E-05
ENSG00000129484,227.6261815,-0.795635406,0.157455757,-5.053072807,4.35E-07,1.36E-05
ENSG00000164048,191.9249693,-0.686836662,0.13604736,-5.048511512,4.45E-07,1.39E-05
ENSG00000089041,153.4455277,-1.637371668,0.325047449,-5.037331233,4.72E-07,1.47E-05
ENSG00000131080,1117.369785,-0.92599762,0.183829274,-5.037269633,4.72E-07,1.47E-05
ENSG00000097096,202.3622323,1.224031703,0.24302179,5.036715861,4.74E-07,1.47E-05
ENSG00000106484,941.131965,-1.975147282,0.392171577,-5.036436599,4.74E-07,1.47E-05
ENSG00000003096,414.0753087,-0.964578629,0.191741904,-5.030609417,4.89E-07,1.51E-05
ENSG00000197442,1550.578246,0.672472074,0.133760983,5.027415752,4.97E-07,1.53E-05
ENSG00000188042,1240.624436,-0.765622787,0.152344073,-5.025615831,5.02E-07,1.55E-05
ENSG00000177426,1040.457361,0.887270064,0.176609741,5.023902173,5.06E-07,1.56E-05
ENSG00000152779,55.68323491,2.906462206,0.578819685,5.021360334,5.13E-07,1.57E-05
ENSG00000169271,86.04231303,2.445619449,0.486984202,5.021968759,5.11E-07,1.57E-05
ENSG00000267669,71.43041646,1.610771908,0.320766146,5.02163937,5.12E-07,1.57E-05
ENSG00000196476,112.8468598,-1.024525021,0.204080178,-5.020208383,5.16E-07,1.57E-05
ENSG00000176971,2457.219359,1.282632184,0.255582359,5.018469156,5.21E-07,1.59E-05
ENSG00000104936,2004.517587,0.871523354,0.173688528,5.01773699,5.23E-07,1.59E-05
ENSG00000166341,2099.5642,-0.658934279,0.131433153,-5.013455625,5.35E-07,1.62E-05
ENSG00000162694,918.028754,-0.448786237,0.089627398,-5.00724386,5.52E-07,1.67E-05
ENSG00000104964,5695.700922,0.446765437,0.089231613,5.006806701,5.53E-07,1.67E-05
ENSG00000144724,3408.074598,0.905408076,0.180924967,5.004329091,5.61E-07,1.69E-05
ENSG00000165633,2313.221021,0.617537471,0.12339721,5.004468686,5.60E-07,1.69E-05
ENSG00000211448,661.8304486,1.469143289,0.293617354,5.003598294,5.63E-07,1.69E-05
ENSG00000075240,568.6476707,-1.005514417,0.201059768,-5.001072193,5.70E-07,1.71E-05
ENSG00000166272,2587.280434,0.711965435,0.142364312,5.001010623,5.70E-07,1.71E-05
ENSG00000131236,7167.079004,0.545312216,0.109089514,4.998759247,5.77E-07,1.72E-05
ENSG00000197045,1873.546018,0.576603932,0.11535872,4.998355853,5.78E-07,1.72E-05
ENSG00000150990,373.3674936,0.639529314,0.128043058,4.994642625,5.89E-07,1.75E-05
ENSG00000184575,3434.229905,-0.531340222,0.106403895,-4.993616274,5.93E-07,1.76E-05
ENSG00000170624,2127.495232,-1.183814876,0.237545635,-4.983526116,6.24E-07,1.85E-05
ENSG00000145901,2605.132389,0.638567876,0.128244888,4.979285239,6.38E-07,1.89E-05
ENSG00000158301,367.9618939,-0.919546413,0.184790641,-4.976152518,6.49E-07,1.91E-05
ENSG00000198691,40.36212754,1.830928236,0.368125325,4.973654651,6.57E-07,1.93E-05
ENSG00000108468,1468.146318,-0.47080834,0.094679284,-4.972664769,6.60E-07,1.94E-05
ENSG00000123610,319.8991076,-2.429726577,0.488597906,-4.972855072,6.60E-07,1.94E-05
ENSG00000101825,4737.757317,-1.33086173,0.268131661,-4.963463574,6.92E-07,2.03E-05
ENSG00000114767,205.7626383,0.964845441,0.194424778,4.962564191,6.96E-07,2.03E-05
ENSG00000135678,858.3847357,1.454345129,0.293110812,4.961758727,6.99E-07,2.04E-05
ENSG00000126803,470.0628304,2.556668965,0.515317932,4.9613429,7.00E-07,2.04E-05
ENSG00000146411,1030.2243,-0.90033038,0.181521956,-4.959897957,7.05E-07,2.05E-05
ENSG00000116649,1261.850352,0.79577382,0.160571733,4.95587739,7.20E-07,2.09E-05
ENSG00000258947,525.2381517,-1.437276343,0.290781075,-4.942812538,7.70E-07,2.23E-05
ENSG00000123213,536.1094367,0.732456845,0.14839485,4.935864314,7.98E-07,2.31E-05
ENSG00000169855,1823.349155,-1.269269208,0.257369836,-4.931693745,8.15E-07,2.35E-05
ENSG00000162772,370.3867624,1.786458629,0.362323539,4.930561873,8.20E-07,2.36E-05
ENSG00000274047,504.686489,-0.600717856,0.121841235,-4.930332949,8.21E-07,2.36E-05
ENSG00000198960,615.8401065,-0.630276413,0.128066245,-4.921487428,8.59E-07,2.46E-05
ENSG00000100154,2015.1953,-0.847958839,0.172317195,-4.920918298,8.61E-07,2.47E-05
ENSG00000135070,738.321493,0.526106692,0.106930388,4.920085876,8.65E-07,2.47E-05
ENSG00000175538,158.4021259,-1.231486368,0.250420939,-4.91766532,8.76E-07,2.50E-05
ENSG00000115963,17566.06925,-0.750936901,0.152719847,-4.917087826,8.78E-07,2.50E-05
ENSG00000113552,1601.943213,-0.625772817,0.127550838,-4.906065905,9.29E-07,2.64E-05
